"Total";"Ano_CS";"X";"Y";"tmean";"tmax";"tmin";"tseas";"pr";"prseas";"elev";"slope";"linear_infrastr";"forest";"water";"shrub";"bare";"for_shr_bare";"settle_med";"settle_low";"for_shr_grass";"for_shr_crop";"for_shr_agric";"mosaic_low";"settle_high";"crop_med";"grass_low";"crop_high";"grass_med";"grass_high";"mosaic_med";"ext_perm_crop";"crop_low";"int_perm_crop";"mosaic_high";"geometry"
20;2016;-6,94116028738664;37,2928764872245;0,456443738350414;0,860795544939552;0,411361923056653;-0,0447907006552602;0,187502804688;1,28325718393334;-1,64558099590719;-0,752065997096974;1,43971158050338;0,147964250248262;0,212512413108242;0,0208540218470705;0,00099304865938431;0,00297914597815293;0,0794438927507448;0,0208540218470705;0;0,0387288977159881;0,00695134061569017;0,00297914597815293;0,0516385302879841;0,142999006951341;0,00893743793445879;0,0198609731876862;0;0;0;0;0,102284011916584;0,140019860973188;0;c(-6.94116028738664, 37.2928764872245)
4;2016;-6,76587364771462;37,3725714733158;0,423924043065878;0,711474894173836;0,44991150411888;0,189054000705064;0,357195839265516;1,32264998141157;-1,52258061928836;-0,672630165773968;1,15069793763047;0,188931297709924;0,0486641221374046;0,0248091603053435;0;0;0,0219465648854962;0,0295801526717557;0,0181297709923664;0,0610687022900763;0,0133587786259542;0,000954198473282443;0,0104961832061069;0,185114503816794;0,00763358778625954;0,017175572519084;0;0;0;0,00286259541984733;0,195610687022901;0,173664122137405;0;c(-6.76587364771462, 37.3725714733158)
23;2016;-6,76642990923489;37,2943660222302;0,425144698448768;0,771183032482865;0,403278698958836;0,0269411022892943;0,263444737668507;1,32034648823585;-1,58371080405744;-0,737643007078571;1,26939653623228;0,183381088825215;0,0783190066857689;0,0448901623686724;0,0124164278892073;0,0133715377268386;0,0372492836676218;0,0315186246418338;0,00191021967526266;0,0649474689589303;0;0,000955109837631328;0,0152817574021012;0,200573065902579;0,000955109837631328;0,0410697230181471;0;0;0;0,00286532951289398;0,149952244508118;0,120343839541547;0;c(-6.76642990923489, 37.2943660222302)
8;2016;-6,85502959713367;37,3077486292214;0,453988491425495;0,815180951945152;0,43311687686396;0,0181726277402866;0,231875969107632;1,29815732819674;-1,62536760064215;-0,745948388073149;1,36174465841338;0,0993314231136581;0,176695319961796;0,0181470869149952;0,000955109837631328;0,00286532951289398;0,0687679083094556;0,0171919770773639;0,00191021967526266;0,0563514804202483;0,0114613180515759;0,000955109837631328;0,0429799426934097;0,195797516714422;0,00764087870105062;0,0248328557784145;0;0;0;0,00286532951289398;0,161413562559694;0,109837631327603;0;c(-6.85502959713367, 37.3077486292214)
2;2016;-6,85566598707938;37,3083820139091;0,454187980175912;0,81505339046936;0,43364172583346;0,0189054812309515;0,23214558179076;1,29807512530467;-1,62543902747651;-0,7460606264351;1,35924781600382;0,0996168582375479;0,1772030651341;0,0181992337164751;0,000957854406130268;0,0028735632183908;0,0689655172413793;0,0162835249042146;0,00191570881226054;0,0565134099616858;0,0114942528735632;0,000957854406130268;0,0421455938697318;0,195402298850575;0,00766283524904215;0,024904214559387;0;0;0;0,0028735632183908;0,161877394636015;0,110153256704981;0;c(-6.85566598707938, 37.3083820139091)
14;2016;-6,83616727233848;37,3823865210342;0,433205131571471;0,731568691460623;0,45769942180509;0,165511362872482;0,3398924845097;1,30273165622146;-1,54718943876875;-0,666906518007292;1,17604283607633;0,163323782234957;0,0926456542502388;0,052531041069723;0;0;0,0334288443170965;0,0200573065902579;0,0210124164278892;0,0515759312320917;0,0210124164278892;0,00191021967526266;0,0171919770773639;0,168099331423114;0,0191021967526266;0;0;0;0;0,00286532951289398;0,184336198662846;0,15090735434575;0;c(-6.83616727233848, 37.3823865210342)
6;2016;-6,82397983993461;37,3847853206483;0,430416489325671;0,725136554173788;0,456388106811962;0,175151761109666;0,349326983717896;1,30610163717276;-1,53879420710576;-0,65977473712454;1,18445722690704;0,175572519083969;0,0763358778625954;0,0515267175572519;0;0;0,0324427480916031;0,0219465648854962;0,0181297709923664;0,0534351145038168;0,0190839694656489;0,00190839694656489;0,0152671755725191;0,170801526717557;0,0209923664122137;0,00572519083969466;0;0;0;0,00286259541984733;0,183206106870229;0,150763358778626;0;c(-6.82397983993461, 37.3847853206483)
10;2016;-6,67983254774884;37,3614605420003;0,417070275583965;0,688251479389991;0,447267810578387;0,221693006887167;0,353554181707764;1,34045627539217;-1,50465938871208;-0,652819875340168;1,20598873666795;0,201904761904762;0,020952380952381;0,0276190476190476;0;0;0,0266666666666667;0,0285714285714286;0,0133333333333333;0,0552380952380952;0,00476190476190476;0,0019047619047619;0,0152380952380952;0,159047619047619;0,00857142857142857;0,0171428571428571;0;0;0;0,00285714285714286;0,186666666666667;0,22952380952381;0;c(-6.67983254774884, 37.3614605420003)
36;2016;-6,67857518015421;37,3623280377042;0,41689237071176;0,68732169026164;0,447500667811814;0,22445233020056;0,35487904823909;1,34065189346769;-1,5033183970368;-0,653179262250766;1,20015720543311;0,20532319391635;0,0209125475285171;0,0275665399239544;0;0;0,0256653992395437;0,0285171102661597;0,0123574144486692;0,0551330798479087;0,00475285171102662;0,00190114068441065;0,0152091254752852;0,155893536121673;0,00855513307984791;0,0171102661596958;0;0;0;0,00285171102661597;0,188212927756654;0,230038022813688;0;c(-6.67857518015421, 37.3623280377042)
32;2016;-6,67810631303868;37,3599577090503;0,417691587224515;0,689127533487587;0,447555695777952;0,219612669333833;0,350916233168342;1,34079190606698;-1,50670397773039;-0,654027536206029;1,20971782660248;0,198086124401914;0,0210526315789474;0,0277511961722488;0;0;0,0267942583732057;0,0287081339712919;0,0124401913875598;0,0555023923444976;0,00478468899521531;0,00191387559808612;0,015311004784689;0,159808612440191;0,00861244019138756;0,0172248803827751;0;0;0;0,00287081339712919;0,185645933014354;0,233492822966507;0;c(-6.67810631303868, 37.3599577090503)
22;2016;-6,67932756708574;37,3624599644705;0,416710543052393;0,687244466297207;0,447376493385526;0,224606453274929;0,355619173280954;1,34041552474138;-1,50283862386997;-0,651885587531643;1,20149271777993;0,206470028544244;0,0209324452901998;0,027592768791627;0;0;0,0266412940057088;0,0285442435775452;0,0133206470028544;0,055185537583254;0,00475737392959087;0,00190294957183635;0,0152235965746908;0,15604186489058;0,00856327307326356;0,0171265461465271;0;0;0;0,00285442435775452;0,18744053282588;0,227402473834443;0;c(-6.67932756708574, 37.3624599644705)
12;2016;-6,5285449366831;37,2905635004925;0,394756707287066;0,65958270126363;0,419435196092747;0,19764377378129;0,310817326361747;1,34701957205034;-1,50982349465348;-0,755663670142595;1,17062206271354;0,256924546322827;0;0,0362941738299905;0;0;0,0334288443170965;0,0315186246418338;0,00764087870105062;0,0534861509073543;0,00955109837631328;0,00573065902578797;0,0181470869149952;0,127984718242598;0,00286532951289398;0,0171919770773639;0;0;0;0,1585482330468;0,0888252148997135;0,151862464183381;0;c(-6.5285449366831, 37.2905635004925)
24;2016;-6,53515115964376;37,3362555909348;0,401207346572858;0,64127637266955;0,444814836942307;0,276919873730364;0,341924139156337;1,34417399628357;-1,48299482113277;-0,694357935576469;1,13455309723056;0,205544933078394;0,00573613766730402;0,0152963671128107;0;0;0,0305927342256214;0,0401529636711281;0,00669216061185468;0,0430210325047801;0,0105162523900574;0,00191204588910134;0,017208413001912;0,158699808795411;0,00478011472275335;0,017208413001912;0;0;0;0,137667304015296;0,127151051625239;0,177820267686424;0;c(-6.53515115964376, 37.3362555909348)
2;2016;-6,53446561932084;37,3365116488358;0,400981723495076;0,640768494804508;0,444749131753299;0,277997843741136;0,342469328950735;1,34401773567629;-1,48232127623869;-0,693374971467313;1,14069152834167;0,206106870229008;0,00477099236641221;0,0162213740458015;0;0;0,0305343511450382;0,0400763358778626;0,0066793893129771;0,0429389312977099;0,0104961832061069;0,00190839694656489;0,017175572519084;0,159351145038168;0,00477099236641221;0,017175572519084;0;0;0;0,138358778625954;0,125954198473282;0,177480916030534;0;c(-6.53446561932084, 37.3365116488358)
