"Total";"Ano_CS";"X";"Y";"tmean_15";"tseas_15";"pr_15";"prseas_15";"slope_15";"linear_infrastr_15";"forest_15";"water_15";"shrub_15";"bare_15";"for_shr_bare_15";"settle_med_15";"settle_low_15";"for_shr_grass_15";"for_shr_crop_15";"for_shr_agric_15";"mosaic_low_15";"grass_low_15";"crop_high_15";"grass_med_15";"grass_high_15";"mosaic_med_15";"ext_perm_crop_15";"crop_low_15";"int_perm_crop_15";"elev_60";"water_60";"shrub_60";"for_shr_bare_60";"settle_med_60";"settle_low_60";"for_shr_agric_60";"mosaic_low_60";"crop_high_60";"grass_med_60";"grass_high_60";"mosaic_med_60";"ext_perm_crop_60";"crop_low_60";"mosaic_high_60";"geometry"
6;2016;-2,88650902193395;39,4416322910376;-0,212309343792625;1,54552842749198;0,0288976672404096;0,678326690986664;-0,82809811379459;0,865578594746745;0;0,0203327171903882;0;0;0;0,0314232902033272;0,0120147874306839;0;0,00369685767097967;0;0,00739371534195933;0;0;0;0;0;0,11275415896488;0,0794824399260629;0,656192236598891;0,138357320741879;0,0219323559967679;0,00681057370425949;0;0,0155835161029666;0,0214706221863096;0,0035784370310516;0,0188156527761745;0,00230866905229135;5,77167263072838e-05;0;0;0,0212397552810805;0,293258686367309;0;c(-2.88650902193395, 39.4416322910376)
6;2016;-2,93101355767566;39,5280698792615;-0,277666617752673;1,53389163296674;0,0644411230669696;0,728430943358145;-0,784769659717185;0,961835288137661;0,0156826568265683;0,0175276752767528;0,00553505535055351;0;0;0,0535055350553506;0,00645756457564576;0;0,014760147601476;0,000922509225092251;0,00830258302583026;0;0;0;0;0;0,0387453874538745;0,142066420664207;0,641143911439114;0,125642379879473;0,0216076058772688;0,00541630653990205;0;0,0186113511956209;0,0238547968885048;0,00305387496398732;0,0187265917602996;0,00230481129357534;0,000403341976375684;0;0;0,0226447709593777;0,331086142322097;0;c(-2.93101355767566, 39.5280698792615)
4;2016;-2,89377933325249;39,5439093499801;-0,300627699594114;1,51052400359155;0,086072575606429;0,756918764627228;-0,762580570143761;0,89205519144009;0,0221198156682028;0,0184331797235023;0,00552995391705069;0;0;0,03963133640553;0,0129032258064516;0;0,0211981566820276;0,000921658986175115;0,0175115207373272;0,00276497695852535;0;0;0;0;0,023963133640553;0,211981566820276;0,563133640552995;0,13908041291341;0,0230077269057779;0,00501672240802676;0;0,0178756775458425;0,0245646407565448;0,00317149117748818;0,0200092261561527;0,00230653903817322;0,000634298235497636;0;0;0,0232960442855495;0,341771421981317;0;c(-2.89377933325249, 39.5439093499801)
10;2016;-2,89377933325249;39,5439093499801;-0,300627699594114;1,51052400359155;0,086072575606429;0,756918764627228;-0,762580570143761;0,89205519144009;0,0221198156682028;0,0184331797235023;0,00552995391705069;0;0;0,03963133640553;0,0129032258064516;0;0,0211981566820276;0,000921658986175115;0,0175115207373272;0,00276497695852535;0;0;0;0;0,023963133640553;0,211981566820276;0,563133640552995;0,13908041291341;0,0230077269057779;0,00501672240802676;0;0,0178756775458425;0,0245646407565448;0,00317149117748818;0,0200092261561527;0,00230653903817322;0,000634298235497636;0;0;0,0232960442855495;0,341771421981317;0;c(-2.89377933325249, 39.5439093499801)
8;2016;-2,89287896190609;39,7128981771002;-0,417161223655065;1,43631665466584;0,288180023870456;0,934418446038448;-0,687185178513329;0,650432799631343;0,0605504587155963;0,0018348623853211;0,00825688073394495;0;0;0;0,0220183486238532;0,0073394495412844;0,0440366972477064;0,00275229357798165;0,0284403669724771;0,0073394495412844;0;0;0;0;0;0,54954128440367;0,261467889908257;0,172920071723873;0,0193611398368379;0,0110306790761806;0;0,0167183729748363;0,0255084453636677;0,0031023784901758;0,0289555325749741;0,0028725726760887;0,00160864069860967;0;0,00097667470987016;0,0272319889693209;0,377341146731012;0;c(-2.89287896190609, 39.7128981771002)
20;2016;-2,89634711030266;39,6951511102276;-0,406675396073035;1,44336838651682;0,26111972949586;0,914031111502856;-0,700178558731634;0,638420419804443;0,0534562211981567;0,00184331797235023;0,00829493087557604;0;0;0;0,0221198156682028;0,00645161290322581;0,0405529953917051;0,000921658986175115;0,0285714285714286;0,00737327188940092;0;0;0;0;0;0,513364055299539;0,309677419354839;0,165396687100398;0,0197723876307622;0,00965628233130245;0;0,0172433613058972;0,0264972985400621;0,00304632716404184;0,0281641567996321;0,00293137142200253;0,00143694677549144;0;0,000747212323255547;0,0260949534429245;0,375158064145304;0;c(-2.89634711030266, 39.6951511102276)
2;2016;-2,90315863873716;39,6867413872066;-0,399055297596377;1,44923738293654;0,245405135324991;0,900346388358531;-0,707986355063832;0,640660285804178;0,0488029465930018;0,00184162062615101;0,00736648250460405;0;0;0,000920810313075506;0,0211786372007366;0,00368324125230203;0,0368324125230203;0,000920810313075506;0,0239410681399632;0,00644567219152855;0;0;0;0;0;0,493554327808471;0,344383057090239;0,159719221369303;0,020054013675803;0,00896397172901224;0;0,01781302074355;0,0262598402574269;0,00298799057633741;0,0279836809745446;0,00293052921910015;0,00143653393093145;0;0,000632074929609837;0,025627765327817;0,374648049186922;0;c(-2.90315863873716, 39.6867413872066)
8;2016;-2,89634711030266;39,6951511102276;-0,406675396073035;1,44336838651682;0,26111972949586;0,914031111502856;-0,700178558731634;0,638420419804443;0,0534562211981567;0,00184331797235023;0,00829493087557604;0;0;0;0,0221198156682028;0,00645161290322581;0,0405529953917051;0,000921658986175115;0,0285714285714286;0,00737327188940092;0;0;0;0;0;0,513364055299539;0,309677419354839;0,165396687100398;0,0197723876307622;0,00965628233130245;0;0,0172433613058972;0,0264972985400621;0,00304632716404184;0,0281641567996321;0,00293137142200253;0,00143694677549144;0;0,000747212323255547;0,0260949534429245;0,375158064145304;0;c(-2.89634711030266, 39.6951511102276)
8;2016;-2,90315863873716;39,6867413872066;-0,399055297596377;1,44923738293654;0,245405135324991;0,900346388358531;-0,707986355063832;0,640660285804178;0,0488029465930018;0,00184162062615101;0,00736648250460405;0;0;0,000920810313075506;0,0211786372007366;0,00368324125230203;0,0368324125230203;0,000920810313075506;0,0239410681399632;0,00644567219152855;0;0;0;0;0;0,493554327808471;0,344383057090239;0,159719221369303;0,020054013675803;0,00896397172901224;0;0,01781302074355;0,0262598402574269;0,00298799057633741;0,0279836809745446;0,00293052921910015;0,00143653393093145;0;0,000632074929609837;0,025627765327817;0,374648049186922;0;c(-2.90315863873716, 39.6867413872066)
6;2016;-2,86663604205649;39,4421698642319;-0,215286667808245;1,53755019615388;0,0334910165991336;0,683850740255715;-0,826289543501183;0,882998345230107;0;0,0204271123491179;0;0;0;0,0324976787372331;0,0120705663881151;0;0,00371402042711235;0;0,0074280408542247;0;0;0;0;0;0,10677808727948;0,0817084493964717;0,644382544103993;0,143488317400648;0,0238425124119617;0,00663895624061887;0;0,014952084054959;0,0218796905669091;0,00357926336450756;0,0190509179078628;0,00230920217065004;5,7730054266251e-05;0;0;0,0222838009467729;0,294307816649348;0;c(-2.86663604205649, 39.4421698642319)
16;2016;-2,86663604205649;39,4421698642319;-0,215286667808245;1,53755019615388;0,0334910165991336;0,683850740255715;-0,826289543501183;0,882998345230107;0;0,0204271123491179;0;0;0;0,0324976787372331;0,0120705663881151;0;0,00371402042711235;0;0,0074280408542247;0;0;0;0;0;0,10677808727948;0,0817084493964717;0,644382544103993;0,143488317400648;0,0238425124119617;0,00663895624061887;0;0,014952084054959;0,0218796905669091;0,00357926336450756;0,0190509179078628;0,00230920217065004;5,7730054266251e-05;0;0;0,0222838009467729;0,294307816649348;0;c(-2.86663604205649, 39.4421698642319)
20;2016;-2,85478881684986;39,3943358774807;-0,187283663752786;1,5435441274989;0,0199941257121359;0,660481608214423;-0,846000764250077;0,932698228915316;0,00461254612546125;0,018450184501845;0;0,00276752767527675;0;0,0313653136531365;0,00922509225092251;0;0,003690036900369;0;0,00830258302583026;0;0;0;0;0;0,207564575645756;0,0608856088560886;0,580258302583026;0,150582709790573;0,0221231250361962;0,00712341460589564;0;0,0152313661898419;0,0207331904789483;0,00359066427289048;0,019285341981815;0,00231655759541322;5,79139398853304e-05;0;0;0,0238026292928708;0,272658828980135;0;c(-2.85478881684986, 39.3943358774807)
4;2016;-2,84616800249107;39,5544524364095;-0,324145045349092;1,48573202629164;0,110742785567087;0,79493305000379;-0,735090025158042;0,907939391054886;0,0276243093922652;0,0119705340699816;0,00644567219152855;0;0;0,0313075506445672;0,0156537753222836;0,000920810313075506;0,0257826887661142;0,000920810313075506;0,0248618784530387;0,00644567219152855;0,00184162062615101;0;0;0;0,0294659300184162;0,29097605893186;0,427255985267035;0,157197670370824;0,0239137950904691;0,00518612423648726;0;0,0173447043909185;0,0254696323614152;0,00282355652875418;0,020917367753832;0,00230494410510545;0,000806730436786908;0;0;0,0245476547193731;0,349429526333986;0;c(-2.84616800249107, 39.5544524364095)
2;2016;-2,84616800249107;39,5544524364095;-0,324145045349092;1,48573202629164;0,110742785567087;0,79493305000379;-0,735090025158042;0,907939391054886;0,0276243093922652;0,0119705340699816;0,00644567219152855;0;0;0,0313075506445672;0,0156537753222836;0,000920810313075506;0,0257826887661142;0,000920810313075506;0,0248618784530387;0,00644567219152855;0,00184162062615101;0;0;0;0,0294659300184162;0,29097605893186;0,427255985267035;0,157197670370824;0,0239137950904691;0,00518612423648726;0;0,0173447043909185;0,0254696323614152;0,00282355652875418;0,020917367753832;0,00230494410510545;0,000806730436786908;0;0;0,0245476547193731;0,349429526333986;0;c(-2.84616800249107, 39.5544524364095)
